shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
12147,13469,2024-03-09,,DTDC,Delivered
12148,13470,2025-07-11,,DTDC,Delivered
12149,13471,2023-11-26,,BlueDart,Delivered
12150,13472,2023-09-29,,DTDC,Delivered
12151,13473,2023-04-21,,BlueDart,Delivered
12152,13475,2023-06-26,,DTDC,Delivered
12153,13476,2022-09-22,,DHL,Delivered
12154,13477,2024-01-13,,DHL,Delivered
12155,13478,2023-01-07,,UPS,Delivered
12156,13479,2025-11-06,2025-11-11,BlueDart,Returned
12157,13480,2023-01-22,,DHL,Delivered
12158,13481,2022-05-08,,UPS,Delivered
12159,13482,2023-02-28,,BlueDart,Delivered
12160,13483,2024-11-29,,BlueDart,Delivered
12161,13484,2023-02-04,,FedEx,Delivered
12162,13486,2022-06-21,,DTDC,Delivered
12163,13487,2023-12-13,,UPS,Delivered
12164,13488,2023-10-05,,DHL,Delivered
12165,13489,2022-01-15,,DHL,Delivered
12166,13491,2022-04-11,,DHL,Delivered
12167,13492,2022-01-10,,FedEx,Delivered
12168,13493,2024-10-15,,DTDC,Delivered
12169,13494,2022-10-20,2022-10-25,FedEx,Returned
12170,13495,2025-06-14,,UPS,Delivered
12171,13496,2023-04-19,2023-04-24,UPS,Returned
12172,13497,2025-12-22,,BlueDart,Delivered
12173,13498,2022-06-20,,DHL,Delivered
12174,13499,2022-06-01,,FedEx,Delivered
12175,13500,2024-04-16,,UPS,Delivered
12176,13501,2022-08-24,,UPS,Delivered
12177,13502,2025-07-19,2025-07-24,BlueDart,Returned
12178,13503,2022-02-28,,BlueDart,Delivered
12179,13504,2022-12-27,,DHL,Delivered
12180,13505,2023-05-23,,DTDC,Delivered
12181,13506,2024-12-13,,DHL,Delivered
12182,13507,2024-07-25,,BlueDart,Delivered
12183,13508,2025-04-21,,FedEx,Delivered
12184,13509,2022-10-24,2022-10-29,BlueDart,Returned
12185,13510,2024-08-05,,BlueDart,Delivered
12186,13512,2025-03-19,2025-03-24,DTDC,Returned
12187,13513,2023-01-05,,DHL,Delivered
12188,13514,2024-07-17,,DHL,Delivered
12189,13515,2022-09-29,,BlueDart,Delivered
12190,13516,2024-06-21,,BlueDart,Delivered
12191,13517,2023-10-23,,DHL,Delivered
12192,13518,2023-07-28,,UPS,Delivered
12193,13519,2025-11-19,,DHL,Delivered
12194,13520,2024-09-15,,FedEx,Delivered
12195,13521,2025-09-09,,UPS,Delivered
12196,13522,2023-02-24,,FedEx,Delivered
12197,13523,2024-06-22,,DHL,Delivered
12198,13524,2023-02-26,2023-03-03,UPS,Returned
12199,13525,2024-06-10,,FedEx,Delivered
12200,13526,2022-09-28,,UPS,Delivered
12201,13527,2025-12-15,,FedEx,Delivered
12202,13528,2023-05-06,,UPS,Delivered
12203,13529,2022-10-02,,DHL,Delivered
12204,13530,2022-02-03,,FedEx,Delivered
12205,13531,2022-03-06,,FedEx,Delivered
12206,13533,2022-02-28,,BlueDart,Delivered
12207,13534,2023-03-14,,DHL,Delivered
12208,13535,2025-07-18,,FedEx,Delivered
12209,13536,2022-07-11,,FedEx,Delivered
12210,13537,2025-08-24,,UPS,Delivered
12211,13538,2025-11-12,2025-11-17,FedEx,Returned
12212,13539,2024-05-25,2024-05-30,UPS,Returned
12213,13540,2025-04-24,,DTDC,Delivered
12214,13541,2023-05-31,2023-06-05,DHL,Returned
12215,13542,2023-01-22,,FedEx,Delivered
12216,13543,2022-05-23,,BlueDart,Delivered
12217,13544,2024-12-21,,FedEx,Delivered
12218,13545,2025-03-06,,FedEx,Delivered
12219,13546,2023-05-23,,FedEx,Delivered
12220,13547,2024-11-13,,DHL,Delivered
12221,13548,2025-11-14,,UPS,Delivered
12222,13549,2024-11-30,2024-12-05,DHL,Returned
12223,13550,2023-11-12,2023-11-17,FedEx,Returned
12224,13551,2023-06-15,,DTDC,Delivered
12225,13552,2022-07-08,,DTDC,Delivered
12226,13553,2023-12-28,,FedEx,Delivered
12227,13554,2022-09-20,,FedEx,Delivered
12228,13555,2025-05-07,,DHL,Delivered
12229,13556,2022-09-30,,UPS,Delivered
12230,13557,2025-06-17,,UPS,Delivered
12231,13558,2024-03-26,,DTDC,Delivered
12232,13559,2024-04-14,,BlueDart,Delivered
12233,13561,2025-11-15,,UPS,Delivered
12234,13562,2025-11-13,,BlueDart,Delivered
12235,13563,2023-07-25,,BlueDart,Delivered
12236,13564,2024-02-23,,DHL,Delivered
12237,13566,2023-02-24,,UPS,Delivered
12238,13567,2024-06-07,,UPS,Delivered
12239,13568,2025-01-20,,UPS,Delivered
12240,13570,2022-09-26,,BlueDart,Delivered
12241,13571,2024-11-17,,DTDC,Delivered
12242,13572,2023-05-16,,BlueDart,Delivered
12243,13574,2022-10-21,,BlueDart,Delivered
12244,13575,2024-08-20,,DTDC,Delivered
12245,13576,2025-04-08,,DTDC,Delivered
12246,13577,2023-12-07,,DHL,Delivered
12247,13578,2022-02-22,,FedEx,Delivered
12248,13579,2024-08-04,,BlueDart,Delivered
12249,13580,2023-04-27,,UPS,Delivered
12250,13581,2025-08-01,2025-08-06,UPS,Returned
12251,13582,2025-06-12,2025-06-17,UPS,Returned
12252,13584,2022-04-28,,DTDC,Delivered
12253,13585,2023-01-24,,BlueDart,Delivered
12254,13586,2023-05-22,,DHL,Delivered
12255,13588,2022-03-08,,FedEx,Delivered
12256,13589,2023-11-10,,UPS,Delivered
12257,13590,2022-07-13,2022-07-18,DTDC,Returned
12258,13591,2024-03-17,,BlueDart,Delivered
12259,13593,2023-10-10,,DTDC,Delivered
12260,13594,2022-09-05,,BlueDart,Delivered
12261,13595,2022-08-03,,DTDC,Delivered
12262,13596,2023-09-13,,DTDC,Delivered
12263,13597,2025-08-22,,DTDC,Delivered
12264,13598,2024-10-27,,DTDC,Delivered
12265,13599,2024-10-03,2024-10-08,UPS,Returned
12266,13600,2025-06-09,,FedEx,Delivered
12267,13601,2022-08-27,,BlueDart,Delivered
12268,13602,2025-02-15,2025-02-20,DTDC,Returned
12269,13603,2022-03-08,,UPS,Delivered
12270,13604,2022-04-21,,UPS,Delivered
12271,13605,2024-10-16,,FedEx,Delivered
12272,13606,2023-05-23,,DHL,Delivered
12273,13607,2023-07-17,,BlueDart,Delivered
12274,13608,2025-04-16,,FedEx,Delivered
12275,13609,2022-02-01,,FedEx,Delivered
12276,13610,2023-07-19,,DHL,Delivered
12277,13612,2025-07-01,2025-07-06,DHL,Returned
12278,13614,2022-10-29,,BlueDart,Delivered
12279,13615,2023-02-21,,DHL,Delivered
12280,13619,2025-10-24,,FedEx,Delivered
12281,13620,2024-07-06,2024-07-11,BlueDart,Returned
12282,13621,2024-01-11,,UPS,Delivered
12283,13622,2024-03-14,,FedEx,Delivered
12284,13623,2025-02-11,,DHL,Delivered
12285,13624,2022-07-18,,UPS,Delivered
12286,13625,2023-04-02,,FedEx,Delivered
12287,13626,2023-08-23,,DHL,Delivered
12288,13627,2024-10-28,2024-11-02,BlueDart,Returned
12289,13628,2023-08-18,,UPS,Delivered
12290,13629,2025-09-17,,FedEx,Delivered
12291,13630,2023-11-17,,DHL,Delivered
12292,13631,2024-05-16,,UPS,Delivered
12293,13632,2023-08-03,,BlueDart,Delivered
12294,13633,2024-04-09,2024-04-14,DTDC,Returned
12295,13635,2024-06-24,,DTDC,Delivered
12296,13636,2025-10-03,,DTDC,Delivered
12297,13637,2025-12-01,,DTDC,Delivered
12298,13638,2023-09-15,,BlueDart,Delivered
12299,13639,2022-01-24,,FedEx,Delivered
12300,13640,2023-06-03,,BlueDart,Delivered
12301,13641,2025-02-01,,UPS,Delivered
12302,13642,2025-06-17,2025-06-22,UPS,Returned
12303,13643,2024-05-28,,DTDC,Delivered
12304,13644,2023-08-12,,BlueDart,Delivered
12305,13645,2024-07-17,2024-07-22,BlueDart,Returned
12306,13646,2022-01-26,,UPS,Delivered
12307,13647,2024-08-03,,DTDC,Delivered
12308,13648,2025-01-16,,UPS,Delivered
12309,13649,2022-04-26,,DTDC,Delivered
12310,13650,2022-04-15,,DHL,Delivered
12311,13652,2023-05-06,,FedEx,Delivered
12312,13653,2024-11-23,,UPS,Delivered
12313,13654,2023-09-29,,DTDC,Delivered
12314,13655,2024-12-23,,DTDC,Delivered
12315,13657,2024-03-25,,DHL,Delivered
12316,13658,2023-08-27,,DHL,Delivered
12317,13659,2025-06-13,,UPS,Delivered
12318,13660,2023-06-29,,DTDC,Delivered
12319,13661,2024-09-08,,DTDC,Delivered
12320,13662,2024-02-01,,DTDC,Delivered
12321,13663,2022-08-25,,FedEx,Delivered
12322,13664,2025-03-03,,FedEx,Delivered
12323,13665,2022-10-16,2022-10-21,UPS,Returned
12324,13666,2022-06-14,,DHL,Delivered
12325,13667,2025-11-28,,DHL,Delivered
12326,13668,2025-08-31,,DHL,Delivered
12327,13669,2022-07-13,,FedEx,Delivered
12328,13670,2024-12-06,2024-12-11,UPS,Returned
12329,13671,2025-08-07,,FedEx,Delivered
12330,13672,2025-12-16,,DTDC,Delivered
12331,13673,2023-05-24,,DHL,Delivered
12332,13674,2025-03-24,,FedEx,Delivered
12333,13675,2024-05-15,,DTDC,Delivered
12334,13677,2022-06-18,,FedEx,Delivered
12335,13678,2022-02-27,,UPS,Delivered
12336,13679,2023-08-28,,FedEx,Delivered
12337,13680,2025-03-05,2025-03-10,UPS,Returned
12338,13681,2024-07-28,,DTDC,Delivered
12339,13682,2023-03-05,2023-03-10,DTDC,Returned
12340,13683,2022-08-01,2022-08-06,BlueDart,Returned
12341,13684,2022-07-17,,FedEx,Delivered
12342,13685,2025-08-10,,BlueDart,Delivered
12343,13686,2025-05-06,,DTDC,Delivered
12344,13687,2022-04-05,,DTDC,Delivered
12345,13688,2024-05-11,,BlueDart,Delivered
12346,13689,2025-01-26,,FedEx,Delivered
12347,13690,2025-01-29,,DTDC,Delivered
12348,13691,2023-08-16,,FedEx,Delivered
12349,13692,2022-02-28,,UPS,Delivered
12350,13693,2025-04-01,,UPS,Delivered
12351,13694,2025-06-27,,UPS,Delivered
12352,13695,2025-01-23,2025-01-28,FedEx,Returned
12353,13696,2023-09-23,,DHL,Delivered
12354,13697,2025-03-01,,DTDC,Delivered
12355,13698,2023-06-30,,BlueDart,Delivered
12356,13699,2024-08-29,,BlueDart,Delivered
12357,13701,2025-08-21,,UPS,Delivered
12358,13702,2023-03-28,,FedEx,Delivered
12359,13703,2022-07-07,,BlueDart,Delivered
12360,13705,2025-09-18,,FedEx,Delivered
12361,13706,2025-06-23,,BlueDart,Delivered
12362,13707,2024-12-19,,FedEx,Delivered
12363,13708,2023-06-13,,UPS,Delivered
12364,13709,2024-02-03,,UPS,Delivered
12365,13710,2023-02-16,,FedEx,Delivered
12366,13711,2023-03-27,,UPS,Delivered
12367,13712,2023-03-19,,UPS,Delivered
12368,13713,2022-08-03,,UPS,Delivered
12369,13714,2022-10-19,,UPS,Delivered
12370,13715,2024-03-26,,BlueDart,Delivered
12371,13716,2022-08-16,,FedEx,Delivered
12372,13717,2025-03-06,,BlueDart,Delivered
12373,13718,2023-01-06,,BlueDart,Delivered
12374,13719,2022-09-26,,DTDC,Delivered
12375,13720,2025-05-09,,DHL,Delivered
12376,13721,2023-12-02,,DTDC,Delivered
12377,13722,2023-11-11,,BlueDart,Delivered
12378,13723,2024-05-19,,UPS,Delivered
12379,13724,2023-08-06,,DTDC,Delivered
12380,13725,2023-04-21,,DTDC,Delivered
12381,13726,2024-11-22,,FedEx,Delivered
12382,13727,2023-10-28,,FedEx,Delivered
12383,13728,2024-09-01,,FedEx,Delivered
12384,13729,2022-09-24,,DTDC,Delivered
12385,13730,2023-08-20,2023-08-25,FedEx,Returned
12386,13731,2023-10-13,,DTDC,Delivered
12387,13732,2022-08-14,,BlueDart,Delivered
12388,13733,2025-05-19,,FedEx,Delivered
12389,13734,2025-10-13,,FedEx,Delivered
12390,13735,2024-09-07,,FedEx,Delivered
12391,13737,2024-03-26,,DHL,Delivered
12392,13738,2023-09-25,,DHL,Delivered
12393,13739,2022-02-22,,DHL,Delivered
12394,13741,2022-01-20,,UPS,Delivered
12395,13742,2025-09-21,,DHL,Delivered
12396,13743,2025-05-25,,DHL,Delivered
12397,13744,2025-04-11,,DHL,Delivered
12398,13745,2023-07-27,,BlueDart,Delivered
12399,13746,2022-09-02,,BlueDart,Delivered
12400,13747,2023-01-02,2023-01-07,DTDC,Returned
12401,13748,2025-07-28,,FedEx,Delivered
12402,13749,2025-01-26,,DTDC,Delivered
12403,13750,2023-05-11,,BlueDart,Delivered
12404,13751,2023-05-12,,UPS,Delivered
12405,13752,2022-05-21,,FedEx,Delivered
12406,13753,2024-10-14,,DTDC,Delivered
12407,13754,2022-03-08,,BlueDart,Delivered
12408,13755,2024-02-25,,DHL,Delivered
12409,13757,2024-07-09,,FedEx,Delivered
12410,13758,2024-08-11,,DTDC,Delivered
12411,13759,2023-05-24,,BlueDart,Delivered
12412,13760,2025-01-26,,FedEx,Delivered
12413,13761,2025-10-25,,UPS,Delivered
12414,13762,2024-09-27,,DTDC,Delivered
12415,13763,2023-07-26,,DHL,Delivered
12416,13764,2024-04-17,,BlueDart,Delivered
12417,13766,2023-12-28,,DTDC,Delivered
12418,13767,2023-07-06,2023-07-11,DTDC,Returned
12419,13768,2022-01-24,,FedEx,Delivered
12420,13770,2025-03-24,,DHL,Delivered
12421,13771,2024-11-04,,DTDC,Delivered
12422,13772,2023-10-17,,FedEx,Delivered
12423,13775,2025-07-07,,FedEx,Delivered
12424,13776,2022-09-25,,FedEx,Delivered
12425,13777,2024-09-15,,FedEx,Delivered
12426,13778,2022-08-27,,UPS,Delivered
12427,13779,2022-08-17,,FedEx,Delivered
12428,13780,2024-10-10,,FedEx,Delivered
12429,13782,2022-09-20,,UPS,Delivered
12430,13783,2022-02-16,,DHL,Delivered
12431,13784,2025-08-08,,DHL,Delivered
12432,13785,2022-09-10,2022-09-15,FedEx,Returned
12433,13786,2022-04-14,,UPS,Delivered
12434,13787,2024-07-12,,FedEx,Delivered
12435,13788,2023-10-01,,FedEx,Delivered
12436,13789,2022-07-19,,UPS,Delivered
12437,13790,2023-06-12,,DHL,Delivered
12438,13791,2023-05-20,2023-05-25,DTDC,Returned
12439,13792,2025-04-24,,DHL,Delivered
12440,13794,2025-08-13,,DTDC,Delivered
12441,13795,2024-12-25,,FedEx,Delivered
12442,13796,2022-02-03,,BlueDart,Delivered
12443,13797,2022-12-14,2022-12-19,BlueDart,Returned
12444,13798,2022-08-25,,DHL,Delivered
12445,13799,2022-07-02,,FedEx,Delivered
12446,13800,2022-02-17,,DTDC,Delivered
12447,13801,2022-08-18,,UPS,Delivered
12448,13802,2025-10-25,,BlueDart,Delivered
12449,13803,2022-07-24,2022-07-29,DTDC,Returned
12450,13804,2022-05-04,,DHL,Delivered
12451,13805,2023-09-23,,DTDC,Delivered
12452,13806,2023-05-29,2023-06-03,DTDC,Returned
12453,13807,2025-03-01,,FedEx,Delivered
12454,13808,2025-07-23,,FedEx,Delivered
12455,13809,2022-11-10,,DHL,Delivered
12456,13810,2025-08-24,,DHL,Delivered
12457,13811,2024-05-15,2024-05-20,BlueDart,Returned
12458,13812,2023-08-21,,FedEx,Delivered
12459,13813,2024-06-18,2024-06-23,DHL,Returned
12460,13814,2024-11-17,,UPS,Delivered
12461,13815,2022-01-13,,DTDC,Delivered
12462,13816,2024-03-11,2024-03-16,BlueDart,Returned
12463,13817,2024-09-21,,DTDC,Delivered
12464,13818,2023-10-19,,BlueDart,Delivered
12465,13819,2024-09-21,,BlueDart,Delivered
12466,13820,2022-07-16,,DTDC,Delivered
12467,13821,2023-04-11,2023-04-16,DHL,Returned
12468,13823,2025-09-29,,FedEx,Delivered
12469,13825,2023-11-18,,FedEx,Delivered
12470,13826,2025-07-26,,DHL,Delivered
12471,13827,2023-11-22,,DHL,Delivered
12472,13828,2025-09-05,,FedEx,Delivered
12473,13829,2025-11-16,,DHL,Delivered
12474,13830,2025-08-21,,FedEx,Delivered
12475,13831,2022-11-09,,BlueDart,Delivered
12476,13832,2023-03-01,,FedEx,Delivered
12477,13833,2022-02-02,,BlueDart,Delivered
12478,13834,2025-11-06,,UPS,Delivered
12479,13835,2022-04-12,2022-04-17,BlueDart,Returned
12480,13837,2023-01-03,,BlueDart,Delivered
12481,13838,2023-05-29,,DTDC,Delivered
12482,13839,2022-08-16,2022-08-21,BlueDart,Returned
12483,13840,2022-07-21,,BlueDart,Delivered
12484,13841,2025-03-05,,FedEx,Delivered
12485,13842,2022-06-16,,FedEx,Delivered
12486,13843,2024-06-11,,UPS,Delivered
12487,13844,2024-08-20,,UPS,Delivered
12488,13845,2024-05-08,,DTDC,Delivered
12489,13846,2023-07-17,,DHL,Delivered
12490,13847,2025-11-16,,FedEx,Delivered
12491,13848,2025-10-04,,DHL,Delivered
12492,13849,2022-07-03,,FedEx,Delivered
12493,13850,2023-03-10,,BlueDart,Delivered
12494,13851,2024-11-10,,DHL,Delivered
12495,13852,2022-01-12,2022-01-17,DHL,Returned
12496,13854,2025-05-29,,UPS,Delivered
12497,13855,2025-07-23,2025-07-28,FedEx,Returned
12498,13856,2022-08-10,2022-08-15,BlueDart,Returned
12499,13857,2025-07-28,,DHL,Delivered
12500,13858,2023-09-28,,FedEx,Delivered
12501,13859,2024-08-02,,BlueDart,Delivered
12502,13860,2023-01-14,,FedEx,Delivered
12503,13861,2023-05-07,,UPS,Delivered
12504,13862,2025-04-10,,UPS,Delivered
12505,13863,2025-07-31,,FedEx,Delivered
12506,13864,2023-01-29,,UPS,Delivered
12507,13865,2023-09-08,,UPS,Delivered
12508,13866,2024-04-21,,DTDC,Delivered
12509,13867,2022-05-30,,DHL,Delivered
12510,13868,2025-06-05,,DTDC,Delivered
12511,13869,2025-01-21,2025-01-26,BlueDart,Returned
12512,13870,2025-01-09,,UPS,Delivered
12513,13871,2022-12-04,2022-12-09,DHL,Returned
12514,13872,2024-01-01,,BlueDart,Delivered
12515,13873,2022-10-26,,UPS,Delivered
12516,13874,2024-04-04,,UPS,Delivered
12517,13875,2023-06-06,,UPS,Delivered
12518,13876,2023-01-26,,BlueDart,Delivered
12519,13877,2025-10-27,,BlueDart,Delivered
12520,13878,2022-11-04,,FedEx,Delivered
12521,13879,2025-02-02,,UPS,Delivered
12522,13880,2025-04-11,,BlueDart,Delivered
12523,13881,2022-11-06,,DTDC,Delivered
12524,13882,2025-02-10,,BlueDart,Delivered
12525,13884,2023-09-01,,UPS,Delivered
12526,13885,2024-05-23,,DTDC,Delivered
12527,13886,2022-11-06,,UPS,Delivered
12528,13887,2025-04-14,,BlueDart,Delivered
12529,13888,2022-09-19,,DHL,Delivered
12530,13889,2024-11-29,,FedEx,Delivered
12531,13890,2024-01-10,,BlueDart,Delivered
12532,13891,2024-09-04,,FedEx,Delivered
12533,13892,2025-07-15,,FedEx,Delivered
12534,13893,2024-05-31,2024-06-05,DHL,Returned
12535,13894,2025-08-24,2025-08-29,DTDC,Returned
12536,13896,2023-10-01,,FedEx,Delivered
12537,13897,2022-05-15,,FedEx,Delivered
12538,13898,2022-07-21,,DTDC,Delivered
12539,13899,2025-04-16,,DTDC,Delivered
12540,13901,2022-12-02,,DTDC,Delivered
12541,13902,2023-01-27,,BlueDart,Delivered
12542,13903,2022-01-19,,DHL,Delivered
12543,13904,2023-01-05,,DHL,Delivered
12544,13905,2024-07-18,,DTDC,Delivered
12545,13906,2025-12-21,2025-12-26,DTDC,Returned
12546,13908,2024-02-05,,BlueDart,Delivered
12547,13909,2025-01-03,2025-01-08,DTDC,Returned
12548,13910,2023-02-07,,BlueDart,Delivered
12549,13911,2022-01-07,,UPS,Delivered
12550,13912,2023-11-13,2023-11-18,DTDC,Returned
12551,13913,2024-02-25,,BlueDart,Delivered
12552,13914,2024-09-19,,BlueDart,Delivered
12553,13915,2023-09-21,,BlueDart,Delivered
12554,13916,2025-12-26,,UPS,Delivered
12555,13917,2025-07-06,,DHL,Delivered
12556,13918,2022-06-27,,UPS,Delivered
12557,13920,2022-05-26,,DHL,Delivered
12558,13921,2024-11-29,,DHL,Delivered
12559,13923,2022-01-17,,DHL,Delivered
12560,13924,2023-03-13,,FedEx,Delivered
12561,13925,2025-05-26,,UPS,Delivered
12562,13926,2022-06-27,,FedEx,Delivered
12563,13927,2024-06-27,,DHL,Delivered
12564,13928,2025-01-07,,FedEx,Delivered
12565,13929,2025-07-15,,DTDC,Delivered
12566,13930,2022-07-15,2022-07-20,BlueDart,Returned
12567,13931,2024-03-10,,DTDC,Delivered
12568,13932,2023-02-10,,DHL,Delivered
12569,13933,2023-08-11,,BlueDart,Delivered
12570,13934,2023-07-18,,DHL,Delivered
12571,13936,2024-07-26,2024-07-31,DHL,Returned
12572,13937,2024-05-21,,BlueDart,Delivered
12573,13938,2024-01-13,,DTDC,Delivered
12574,13939,2025-12-09,,BlueDart,Delivered
12575,13940,2023-01-06,,DHL,Delivered
12576,13941,2022-04-18,,FedEx,Delivered
12577,13942,2024-06-22,,UPS,Delivered
12578,13943,2022-11-09,,UPS,Delivered
12579,13944,2022-08-12,,BlueDart,Delivered
12580,13945,2022-08-19,,UPS,Delivered
12581,13947,2024-11-29,,DHL,Delivered
12582,13948,2023-06-26,,FedEx,Delivered
12583,13949,2025-08-21,,DTDC,Delivered
12584,13950,2022-03-11,,UPS,Delivered
12585,13951,2025-01-31,,DTDC,Delivered
12586,13952,2022-12-18,,UPS,Delivered
12587,13953,2022-09-04,,DHL,Delivered
12588,13954,2025-02-21,,UPS,Delivered
12589,13955,2024-11-17,,FedEx,Delivered
12590,13956,2023-04-07,,DTDC,Delivered
12591,13957,2025-12-19,,UPS,Delivered
12592,13958,2022-07-11,,DTDC,Delivered
12593,13959,2022-01-12,2022-01-17,DTDC,Returned
12594,13960,2022-11-23,,FedEx,Delivered
12595,13961,2025-12-25,,FedEx,Delivered
12596,13962,2023-02-05,,FedEx,Delivered
12597,13963,2023-06-18,,FedEx,Delivered
12598,13964,2024-06-16,,DHL,Delivered
12599,13965,2023-02-04,,FedEx,Delivered
12600,13966,2025-02-01,2025-02-06,DHL,Returned
12601,13968,2023-08-24,,UPS,Delivered
12602,13969,2022-12-29,,DHL,Delivered
12603,13970,2023-06-05,,DTDC,Delivered
12604,13971,2022-05-01,,FedEx,Delivered
12605,13972,2024-11-14,2024-11-19,DHL,Returned
12606,13973,2025-01-07,,DHL,Delivered
12607,13974,2022-06-09,,UPS,Delivered
12608,13975,2022-01-27,,BlueDart,Delivered
12609,13976,2022-12-01,,DHL,Delivered
12610,13977,2025-03-29,,FedEx,Delivered
12611,13980,2024-10-29,,DHL,Delivered
12612,13981,2025-09-18,,DHL,Delivered
12613,13982,2023-10-10,,FedEx,Delivered
12614,13983,2025-02-10,,BlueDart,Delivered
12615,13984,2024-05-07,,BlueDart,Delivered
12616,13985,2025-12-10,2025-12-15,BlueDart,Returned
12617,13986,2024-11-24,,DTDC,Delivered
12618,13987,2025-06-19,,BlueDart,Delivered
12619,13988,2025-01-20,,BlueDart,Delivered
12620,13989,2025-07-30,,BlueDart,Delivered
12621,13990,2025-10-16,,FedEx,Delivered
12622,13991,2024-03-02,,BlueDart,Delivered
12623,13992,2023-03-02,,FedEx,Delivered
12624,13994,2023-08-05,,DHL,Delivered
12625,13995,2025-04-22,,FedEx,Delivered
12626,13996,2022-06-04,,UPS,Delivered
12627,13997,2023-06-28,2023-07-03,BlueDart,Returned
12628,13998,2023-07-21,,DHL,Delivered
12629,13999,2023-05-23,,DHL,Delivered
12630,14000,2023-04-11,,BlueDart,Delivered
12631,14001,2022-06-17,,BlueDart,Delivered
12632,14002,2024-01-03,,DTDC,Delivered
12633,14003,2024-05-06,,UPS,Delivered
12634,14004,2022-03-18,,DTDC,Delivered
12635,14005,2023-02-24,,UPS,Delivered
12636,14006,2022-01-31,,BlueDart,Delivered
12637,14007,2022-01-10,,BlueDart,Delivered
12638,14009,2023-12-08,,DHL,Delivered
12639,14010,2022-04-16,,DTDC,Delivered
12640,14011,2022-07-26,,DTDC,Delivered
12641,14013,2024-05-11,,FedEx,Delivered
12642,14014,2024-06-27,,FedEx,Delivered
12643,14015,2023-05-23,2023-05-28,UPS,Returned
12644,14016,2025-03-04,,DHL,Delivered
12645,14017,2025-07-25,,UPS,Delivered
12646,14018,2022-09-30,,DTDC,Delivered
12647,14019,2024-09-25,,DHL,Delivered
12648,14020,2022-04-18,2022-04-23,BlueDart,Returned
12649,14021,2022-12-09,,DHL,Delivered
12650,14023,2022-05-18,,UPS,Delivered
12651,14024,2024-08-20,,BlueDart,Delivered
12652,14025,2024-02-06,,UPS,Delivered
12653,14026,2022-12-19,2022-12-24,UPS,Returned
12654,14027,2025-11-27,,DTDC,Delivered
12655,14028,2024-11-16,,UPS,Delivered
12656,14029,2022-04-06,,UPS,Delivered
12657,14030,2025-08-10,,DHL,Delivered
12658,14031,2023-10-16,,UPS,Delivered
12659,14032,2024-03-06,,DHL,Delivered
12660,14033,2023-07-20,,UPS,Delivered
12661,14035,2023-05-24,,UPS,Delivered
12662,14036,2022-08-16,,FedEx,Delivered
12663,14037,2025-08-03,,BlueDart,Delivered
12664,14039,2025-11-11,,FedEx,Delivered
12665,14040,2025-04-13,,DHL,Delivered
12666,14043,2022-12-20,,FedEx,Delivered
12667,14044,2024-05-18,,FedEx,Delivered
12668,14045,2022-05-04,,BlueDart,Delivered
12669,14046,2022-11-17,,UPS,Delivered
12670,14047,2022-01-12,,DHL,Delivered
12671,14048,2022-02-24,,DHL,Delivered
12672,14050,2024-08-15,,UPS,Delivered
12673,14051,2023-12-21,2023-12-26,UPS,Returned
12674,14052,2025-10-05,,UPS,Delivered
12675,14053,2022-09-01,,UPS,Delivered
12676,14054,2023-09-11,,BlueDart,Delivered
12677,14055,2023-04-21,2023-04-26,UPS,Returned
12678,14056,2024-03-31,,FedEx,Delivered
12679,14057,2023-06-07,,DHL,Delivered
12680,14058,2024-08-03,,BlueDart,Delivered
12681,14059,2024-03-29,,FedEx,Delivered
12682,14060,2025-06-07,2025-06-12,FedEx,Returned
12683,14061,2022-05-04,,BlueDart,Delivered
12684,14062,2022-07-14,,FedEx,Delivered
12685,14063,2022-08-19,,DTDC,Delivered
12686,14064,2024-10-30,,DHL,Delivered
12687,14065,2025-09-02,,DTDC,Delivered
12688,14066,2025-11-11,,UPS,Delivered
12689,14067,2022-05-15,,DHL,Delivered
12690,14068,2025-06-26,,DTDC,Delivered
12691,14069,2024-11-24,,DHL,Delivered
12692,14070,2025-09-16,,FedEx,Delivered
12693,14072,2025-02-28,,DTDC,Delivered
12694,14073,2024-03-05,,BlueDart,Delivered
12695,14074,2022-02-04,2022-02-09,DHL,Returned
12696,14075,2022-11-21,,DTDC,Delivered
12697,14076,2024-03-04,,FedEx,Delivered
12698,14078,2024-10-12,,DHL,Delivered
12699,14079,2025-10-07,2025-10-12,DTDC,Returned
12700,14080,2022-11-20,,BlueDart,Delivered
12701,14081,2022-02-10,,DHL,Delivered
12702,14082,2022-02-23,,BlueDart,Delivered
12703,14083,2024-07-03,,DTDC,Delivered
12704,14084,2022-02-05,,BlueDart,Delivered
12705,14085,2022-04-21,,BlueDart,Delivered
12706,14086,2025-02-23,,FedEx,Delivered
12707,14087,2023-07-28,,FedEx,Delivered
12708,14088,2025-06-28,,DTDC,Delivered
12709,14089,2025-07-29,,DTDC,Delivered
12710,14090,2025-12-14,,BlueDart,Delivered
12711,14091,2022-01-27,,FedEx,Delivered
12712,14092,2025-10-01,,DTDC,Delivered
12713,14093,2024-01-06,,FedEx,Delivered
12714,14094,2024-01-25,,UPS,Delivered
12715,14095,2023-12-08,,DTDC,Delivered
12716,14096,2023-10-12,,DTDC,Delivered
12717,14098,2024-03-30,,UPS,Delivered
12718,14099,2025-06-02,,DHL,Delivered
